group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013565364,0.012363152,0.129,0.871,0.129,0.129,False,Akip1,21
Oligodendrocyte Precursor Cells,0.01245039,0.011560274,0.854,0.146,0.146,0.1375,False,Akip1,21
Neurons,0.008929402,0.014201645,0.732,0.268,0.268,0.18100000000000002,False,Akip1,21
Neural Stem Cells,0.008962069,0.01831334,0.689,0.311,0.311,0.21350000000000002,False,Akip1,21
Endocrine Cells,0.013005568,0.031116182,0.671,0.329,0.329,0.2366,False,Akip1,21
Excitatory Neurons,0.0045644636,0.012288846,0.642,0.358,0.358,0.2568333333333333,False,Akip1,21
Endothelial Cells,-0.008559065,0.031240126,0.398,0.602,0.398,0.277,False,Akip1,21
Myocytes,0.00683744,0.024663944,0.602,0.398,0.398,0.292125,False,Akip1,21
Microglia,-0.0028343375,0.017957868,0.428,0.572,0.428,0.30722222222222223,False,Akip1,21
Astrocytes,0.001839461,0.01602015,0.562,0.438,0.438,0.32030000000000003,False,Akip1,21
Oligodendrocytes,-0.0013412897,0.010700939,0.466,0.534,0.466,0.3335454545454546,False,Akip1,21
GABAergic Neurons,-0.0022284724,0.018912446,0.476,0.524,0.476,0.3454166666666667,False,Akip1,21
