group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013384381,0.011730942,0.875,0.125,0.125,0.125,False,Asap2,21
Medium Spiny Neurons,-0.01211335,0.01232871,0.161,0.839,0.161,0.14300000000000002,False,Asap2,21
Neurons,0.0085391905,0.014079789,0.728,0.272,0.272,0.18600000000000003,False,Asap2,21
Excitatory Neurons,0.0053325035,0.012397325,0.659,0.341,0.341,0.22475,False,Asap2,21
Astrocytes,0.0052263443,0.016224617,0.646,0.354,0.354,0.25060000000000004,False,Asap2,21
Myocytes,0.008529284,0.024707314,0.632,0.368,0.368,0.27016666666666667,False,Asap2,21
Neural Stem Cells,0.005398597,0.018110175,0.627,0.373,0.373,0.28485714285714286,False,Asap2,21
Endothelial Cells,-0.008473959,0.031184485,0.398,0.602,0.398,0.299,False,Asap2,21
Endocrine Cells,0.0069654123,0.031128744,0.598,0.402,0.402,0.31044444444444447,False,Asap2,21
Oligodendrocytes,-0.0018239758,0.010664601,0.447,0.553,0.447,0.3241,False,Asap2,21
Microglia,-0.0010519681,0.017979264,0.466,0.534,0.466,0.337,False,Asap2,21
GABAergic Neurons,-0.0017840727,0.019013623,0.485,0.515,0.485,0.34933333333333333,False,Asap2,21
