group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013710651,0.0123216165,0.127,0.873,0.127,0.127,False,Atf1,21
Oligodendrocyte Precursor Cells,0.011937465,0.011602721,0.844,0.156,0.156,0.14150000000000001,False,Atf1,21
Neurons,0.009394601,0.014160024,0.749,0.251,0.251,0.17800000000000002,False,Atf1,21
Endocrine Cells,0.014055642,0.031202812,0.685,0.315,0.315,0.21225,False,Atf1,21
Neural Stem Cells,0.006939682,0.01819959,0.649,0.351,0.351,0.24,False,Atf1,21
Excitatory Neurons,0.0043445234,0.012334438,0.637,0.363,0.363,0.2605,False,Atf1,21
Myocytes,-0.0067879483,0.024685862,0.391,0.609,0.391,0.27914285714285714,False,Atf1,21
Endothelial Cells,-0.008695592,0.031198278,0.395,0.605,0.395,0.293625,False,Atf1,21
Astrocytes,0.0026884289,0.016066795,0.588,0.412,0.412,0.3067777777777778,False,Atf1,21
Microglia,-0.0032738124,0.018000051,0.422,0.578,0.422,0.3183,False,Atf1,21
Oligodendrocytes,-0.0014285855,0.010671543,0.462,0.538,0.462,0.3313636363636364,False,Atf1,21
GABAergic Neurons,-0.0020570324,0.018975627,0.479,0.521,0.479,0.34366666666666673,False,Atf1,21
