group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,-0.07317178,0.03111734,0.004,0.996,0.004,0.004,True,Tnr,21
Myocytes,0.03040245,0.024785241,0.889,0.111,0.111,0.0575,False,Tnr,21
Medium Spiny Neurons,-0.00975542,0.011996752,0.21,0.79,0.21,0.10833333333333334,False,Tnr,21
Neurons,0.0076814555,0.013733104,0.717,0.283,0.283,0.152,False,Tnr,21
Oligodendrocyte Precursor Cells,0.0040768636,0.013185521,0.63,0.37,0.37,0.1956,False,Tnr,21
Endothelial Cells,-0.0097652245,0.031184832,0.385,0.615,0.385,0.22716666666666666,False,Tnr,21
Excitatory Neurons,0.0035602092,0.012843867,0.602,0.398,0.398,0.2515714285714286,False,Tnr,21
Oligodendrocytes,-0.0032360158,0.010472567,0.406,0.594,0.406,0.27087500000000003,False,Tnr,21
Microglia,-0.0038354234,0.018050894,0.41,0.59,0.41,0.2863333333333334,False,Tnr,21
Astrocytes,-0.003390355,0.016192991,0.43,0.57,0.43,0.3007000000000001,False,Tnr,21
GABAergic Neurons,-0.0035652346,0.019652652,0.443,0.557,0.443,0.3136363636363637,False,Tnr,21
Neural Stem Cells,0.001682127,0.018063141,0.536,0.464,0.464,0.3261666666666667,False,Tnr,21
