group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.25254065,0.025269514,0.0,1.0,0.0,0.0,True,Ldha,21
Medium Spiny Neurons,-0.01563671,0.011770227,0.082,0.918,0.082,0.041,True,Ldha,21
Oligodendrocyte Precursor Cells,0.013723295,0.011871908,0.877,0.123,0.123,0.06833333333333334,False,Ldha,21
Neurons,0.010996955,0.01367203,0.785,0.215,0.215,0.10500000000000001,False,Ldha,21
Neural Stem Cells,0.010991794,0.017852766,0.727,0.273,0.273,0.1386,False,Ldha,21
GABAergic Neurons,-0.0072328416,0.01959203,0.367,0.633,0.367,0.17666666666666667,False,Ldha,21
Endothelial Cells,-0.010228916,0.030675927,0.378,0.622,0.378,0.20542857142857146,False,Ldha,21
Astrocytes,0.0035944802,0.016435908,0.61,0.39,0.39,0.22850000000000004,False,Ldha,21
Microglia,-0.0034434423,0.018233633,0.421,0.579,0.421,0.2498888888888889,False,Ldha,21
Oligodendrocytes,0.0015553533,0.01050683,0.571,0.429,0.429,0.2678,False,Ldha,21
Excitatory Neurons,-0.0013095101,0.01325973,0.464,0.536,0.464,0.28563636363636363,False,Ldha,21
Endocrine Cells,-0.0026287283,0.03128246,0.472,0.528,0.472,0.30116666666666664,False,Ldha,21
