group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.070483625,0.025025599,0.998,0.002,0.002,0.002,True,Appl1,21
Medium Spiny Neurons,-0.01558808,0.011995145,0.088,0.912,0.088,0.045,True,Appl1,21
Endocrine Cells,0.028559027,0.031690095,0.81,0.19,0.19,0.09333333333333334,False,Appl1,21
Oligodendrocyte Precursor Cells,0.010310677,0.011847616,0.807,0.193,0.193,0.11825000000000001,False,Appl1,21
Neurons,0.00962779,0.013777735,0.758,0.242,0.242,0.14300000000000002,False,Appl1,21
Neural Stem Cells,0.00866599,0.017802618,0.687,0.313,0.313,0.17133333333333334,False,Appl1,21
Endothelial Cells,-0.010151562,0.03105393,0.381,0.619,0.381,0.2012857142857143,False,Appl1,21
Oligodendrocytes,-0.0030446558,0.010426722,0.41,0.59,0.41,0.227375,False,Appl1,21
GABAergic Neurons,-0.0049795383,0.01956075,0.411,0.589,0.411,0.24777777777777776,False,Appl1,21
Microglia,-0.001476815,0.018112944,0.46,0.54,0.46,0.269,False,Appl1,21
Excitatory Neurons,0.0005351385,0.0127278445,0.518,0.482,0.482,0.2883636363636363,False,Appl1,21
Astrocytes,-0.00051158265,0.016202731,0.507,0.493,0.493,0.3054166666666666,False,Appl1,21
