group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.072236635,0.02544883,0.998,0.002,0.002,0.002,True,Igf2,21
Endocrine Cells,0.05517908,0.03145843,0.958,0.042,0.042,0.022000000000000002,True,Igf2,21
Endothelial Cells,-0.037200008,0.029035907,0.094,0.906,0.094,0.046000000000000006,True,Igf2,21
Medium Spiny Neurons,-0.01566095,0.012332033,0.094,0.906,0.094,0.058,False,Igf2,21
Oligodendrocyte Precursor Cells,0.010646942,0.011574049,0.818,0.182,0.182,0.08280000000000001,False,Igf2,21
Astrocytes,0.0074389433,0.016671905,0.69,0.31,0.31,0.12066666666666666,False,Igf2,21
Neurons,0.005665634,0.014194808,0.666,0.334,0.334,0.15114285714285716,False,Igf2,21
Excitatory Neurons,0.004130866,0.012289084,0.628,0.372,0.372,0.17875000000000002,False,Igf2,21
Oligodendrocytes,-0.0034536817,0.010682305,0.4,0.6,0.4,0.20333333333333334,False,Igf2,21
Microglia,-0.004269655,0.017959623,0.401,0.599,0.401,0.2231,False,Igf2,21
Neural Stem Cells,0.002312991,0.018163903,0.553,0.447,0.447,0.24345454545454545,False,Igf2,21
GABAergic Neurons,-0.0026383128,0.018912684,0.465,0.535,0.465,0.26191666666666663,False,Igf2,21
