group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0155483475,0.012187179,0.094,0.906,0.094,0.094,False,Adh5,21
Oligodendrocyte Precursor Cells,0.012542888,0.01184616,0.851,0.149,0.149,0.1215,False,Adh5,21
Neurons,0.006824191,0.013985626,0.694,0.306,0.306,0.18299999999999997,False,Adh5,21
Oligodendrocytes,-0.005140446,0.010248999,0.324,0.676,0.324,0.21825,False,Adh5,21
Microglia,-0.005781649,0.018097628,0.373,0.627,0.373,0.2492,False,Adh5,21
Neural Stem Cells,0.005251513,0.017639833,0.627,0.373,0.373,0.2698333333333333,False,Adh5,21
Endothelial Cells,-0.010308055,0.030955968,0.38,0.62,0.38,0.2855714285714286,False,Adh5,21
Endocrine Cells,0.0073653525,0.03138949,0.6,0.4,0.4,0.299875,False,Adh5,21
Excitatory Neurons,0.0024010837,0.01248008,0.575,0.425,0.425,0.31377777777777777,False,Adh5,21
GABAergic Neurons,-0.003395028,0.019293403,0.446,0.554,0.446,0.327,False,Adh5,21
Astrocytes,0.0006055918,0.016382638,0.54,0.46,0.46,0.3390909090909091,False,Adh5,21
Myocytes,0.0009591675,0.024824614,0.527,0.473,0.473,0.35025,False,Adh5,21
