group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.09824031,0.010701868,0.0,1.0,0.0,0.0,True,Ermn,21
Medium Spiny Neurons,-0.010691479,0.012331921,0.2,0.8,0.2,0.1,False,Ermn,21
Oligodendrocyte Precursor Cells,0.0066322973,0.011685252,0.711,0.289,0.289,0.163,False,Ermn,21
Microglia,-0.00942964,0.018009521,0.311,0.689,0.311,0.2,False,Ermn,21
Endothelial Cells,-0.012797151,0.031157129,0.345,0.655,0.345,0.229,False,Ermn,21
Astrocytes,-0.0063439505,0.016133277,0.356,0.644,0.356,0.25016666666666665,False,Ermn,21
Myocytes,0.008911522,0.02473416,0.634,0.366,0.366,0.26671428571428574,False,Ermn,21
Neurons,0.0037888868,0.0141283665,0.622,0.378,0.378,0.280625,False,Ermn,21
Neural Stem Cells,-0.0045350497,0.01801718,0.393,0.607,0.393,0.2931111111111111,False,Ermn,21
Excitatory Neurons,0.002315189,0.012318891,0.574,0.426,0.426,0.3064,False,Ermn,21
GABAergic Neurons,-0.0034575628,0.01897922,0.443,0.557,0.443,0.31881818181818183,False,Ermn,21
Endocrine Cells,9.149617e-05,0.031071605,0.511,0.489,0.489,0.333,False,Ermn,21
