group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.07171506,0.03169195,0.986,0.014,0.014,0.014,True,Serping1,21
Myocytes,-0.034968887,0.02493665,0.079,0.921,0.079,0.0465,True,Serping1,21
Medium Spiny Neurons,-0.013529744,0.012359487,0.13,0.87,0.13,0.07433333333333333,False,Serping1,21
Oligodendrocyte Precursor Cells,0.012132681,0.011544031,0.849,0.151,0.151,0.0935,False,Serping1,21
Endothelial Cells,-0.01737814,0.030740827,0.285,0.715,0.285,0.1318,False,Serping1,21
Astrocytes,0.00649851,0.016245466,0.67,0.33,0.33,0.16483333333333336,False,Serping1,21
Neurons,0.0059180846,0.014195172,0.667,0.333,0.333,0.18885714285714286,False,Serping1,21
Excitatory Neurons,0.00425988,0.012288032,0.633,0.367,0.367,0.211125,False,Serping1,21
Neural Stem Cells,0.0054891147,0.018204123,0.627,0.373,0.373,0.22911111111111115,False,Serping1,21
Microglia,-0.0027753492,0.017946891,0.429,0.571,0.429,0.24910000000000002,False,Serping1,21
Oligodendrocytes,-0.002239084,0.010708462,0.437,0.563,0.437,0.2661818181818182,False,Serping1,21
GABAergic Neurons,-0.0024300409,0.018908132,0.471,0.529,0.471,0.28325,False,Serping1,21
