group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013082009,0.012247822,0.138,0.862,0.138,0.138,False,Abhd17c,21
Oligodendrocyte Precursor Cells,0.011786341,0.011681115,0.835,0.165,0.165,0.15150000000000002,False,Abhd17c,21
Neurons,0.00995296,0.014143475,0.759,0.241,0.241,0.18133333333333335,False,Abhd17c,21
Endocrine Cells,0.012930067,0.031146834,0.667,0.333,0.333,0.21925,False,Abhd17c,21
Excitatory Neurons,0.0047869263,0.012389267,0.65,0.35,0.35,0.24539999999999998,False,Abhd17c,21
Myocytes,0.0075503327,0.02467636,0.621,0.379,0.379,0.26766666666666666,False,Abhd17c,21
Endothelial Cells,-0.0075986413,0.031205747,0.406,0.594,0.406,0.2874285714285714,False,Abhd17c,21
Microglia,-0.0040412997,0.018042248,0.407,0.593,0.407,0.302375,False,Abhd17c,21
Astrocytes,0.0027896122,0.016079182,0.591,0.409,0.409,0.3142222222222222,False,Abhd17c,21
Neural Stem Cells,0.0029457072,0.018192308,0.568,0.432,0.432,0.32599999999999996,False,Abhd17c,21
Oligodendrocytes,-0.000497391,0.010650012,0.49,0.51,0.49,0.3409090909090909,False,Abhd17c,21
GABAergic Neurons,-0.0013119658,0.01906985,0.496,0.504,0.496,0.3538333333333334,False,Abhd17c,21
