group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.06918563,0.024946148,0.998,0.002,0.002,0.002,True,Aida,21
Oligodendrocyte Precursor Cells,0.013770545,0.0116975745,0.884,0.116,0.116,0.059000000000000004,False,Aida,21
Medium Spiny Neurons,-0.012972528,0.012271505,0.141,0.859,0.141,0.08633333333333333,False,Aida,21
Neurons,0.009819959,0.014000391,0.758,0.242,0.242,0.12525,False,Aida,21
Endocrine Cells,0.015636051,0.0312532,0.701,0.299,0.299,0.16,False,Aida,21
Excitatory Neurons,0.003919797,0.0124118235,0.618,0.382,0.382,0.19699999999999998,False,Aida,21
Endothelial Cells,-0.008154217,0.031118087,0.4,0.6,0.4,0.22599999999999998,False,Aida,21
Neural Stem Cells,0.0035760924,0.018104093,0.584,0.416,0.416,0.24974999999999997,False,Aida,21
Microglia,-0.0034746933,0.018004624,0.42,0.58,0.42,0.2686666666666666,False,Aida,21
Astrocytes,0.0019650315,0.016115282,0.566,0.434,0.434,0.2852,False,Aida,21
Oligodendrocytes,-0.0020508887,0.010617722,0.444,0.556,0.444,0.29963636363636365,False,Aida,21
GABAergic Neurons,-0.003175582,0.01913711,0.448,0.552,0.448,0.312,False,Aida,21
