group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.09834952,0.024996897,1.0,0.0,0.0,0.0,True,Ankrd13b,21
Oligodendrocyte Precursor Cells,0.0137913395,0.011669579,0.886,0.114,0.114,0.057,False,Ankrd13b,21
Endocrine Cells,0.028823359,0.031241113,0.815,0.185,0.185,0.09966666666666667,False,Ankrd13b,21
Medium Spiny Neurons,-0.011101356,0.012158567,0.185,0.815,0.185,0.121,False,Ankrd13b,21
Neurons,0.0106112715,0.014076793,0.771,0.229,0.229,0.1426,False,Ankrd13b,21
Neural Stem Cells,0.011860454,0.018047146,0.74,0.26,0.26,0.16216666666666665,False,Ankrd13b,21
Excitatory Neurons,0.007728257,0.012480433,0.734,0.266,0.266,0.177,False,Ankrd13b,21
Astrocytes,0.0033420946,0.016077226,0.604,0.396,0.396,0.20437499999999997,False,Ankrd13b,21
Endothelial Cells,-0.0079536,0.031224342,0.401,0.599,0.401,0.22622222222222219,False,Ankrd13b,21
Microglia,-0.002456019,0.01799234,0.434,0.566,0.434,0.24699999999999997,False,Ankrd13b,21
GABAergic Neurons,0.0007227426,0.019141298,0.53,0.47,0.47,0.2672727272727272,False,Ankrd13b,21
Oligodendrocytes,-0.0010468734,0.01059156,0.473,0.527,0.473,0.2844166666666666,False,Ankrd13b,21
