group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013700423,0.012369557,0.128,0.872,0.128,0.128,False,Acer1,21
Oligodendrocyte Precursor Cells,0.012300064,0.011529025,0.852,0.148,0.148,0.138,False,Acer1,21
Neurons,0.009005386,0.014208117,0.735,0.265,0.265,0.18033333333333335,False,Acer1,21
Neural Stem Cells,0.008691683,0.01837147,0.68,0.32,0.32,0.21525,False,Acer1,21
Excitatory Neurons,0.004548634,0.012282063,0.642,0.358,0.358,0.24379999999999996,False,Acer1,21
Myocytes,0.009037125,0.024660787,0.638,0.362,0.362,0.2635,False,Acer1,21
Endocrine Cells,0.007253527,0.03106115,0.6,0.4,0.4,0.283,False,Acer1,21
Endothelial Cells,-0.008070138,0.0312815,0.401,0.599,0.401,0.29774999999999996,False,Acer1,21
Astrocytes,0.0023158323,0.015977843,0.577,0.423,0.423,0.31166666666666665,False,Acer1,21
Microglia,-0.0026245234,0.017938348,0.431,0.569,0.431,0.3236,False,Acer1,21
Oligodendrocytes,-0.0017667108,0.0107178325,0.45,0.55,0.45,0.3350909090909091,False,Acer1,21
GABAergic Neurons,-0.0022565413,0.018900104,0.475,0.525,0.475,0.34674999999999995,False,Acer1,21
