group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.014130484,0.011714364,0.888,0.112,0.112,0.112,False,Aip,21
Medium Spiny Neurons,-0.012499108,0.012198504,0.147,0.853,0.147,0.1295,False,Aip,21
Neural Stem Cells,0.014270856,0.018129632,0.774,0.226,0.226,0.16166666666666665,False,Aip,21
Neurons,0.008537492,0.01401298,0.728,0.272,0.272,0.18925,False,Aip,21
Endocrine Cells,0.015367411,0.031236473,0.699,0.301,0.301,0.2116,False,Aip,21
Excitatory Neurons,0.0048278403,0.01247471,0.651,0.349,0.349,0.23450000000000001,False,Aip,21
Oligodendrocytes,0.002726404,0.010408083,0.607,0.393,0.393,0.2571428571428572,False,Aip,21
Endothelial Cells,-0.006784805,0.031093327,0.414,0.586,0.414,0.27675,False,Aip,21
Astrocytes,0.0025107053,0.016136827,0.582,0.418,0.418,0.29244444444444445,False,Aip,21
Myocytes,0.004327855,0.024724314,0.573,0.427,0.427,0.3059,False,Aip,21
Microglia,-0.0026123195,0.018045746,0.432,0.568,0.432,0.31736363636363635,False,Aip,21
GABAergic Neurons,-0.00053721166,0.019197635,0.505,0.495,0.495,0.33216666666666667,False,Aip,21
