group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.07502581,0.02527747,0.999,0.001,0.001,0.001,True,Amfr,21
Neural Stem Cells,0.03113603,0.017186237,0.976,0.024,0.024,0.0125,True,Amfr,21
Endocrine Cells,0.044620328,0.03190556,0.919,0.081,0.081,0.035333333333333335,True,Amfr,21
Medium Spiny Neurons,-0.014002691,0.011748363,0.11,0.89,0.11,0.054000000000000006,False,Amfr,21
Oligodendrocyte Precursor Cells,0.011983198,0.011937517,0.835,0.165,0.165,0.0762,False,Amfr,21
Neurons,0.01146528,0.013613839,0.799,0.201,0.201,0.09700000000000002,False,Amfr,21
Excitatory Neurons,0.00512233,0.012816531,0.654,0.346,0.346,0.1325714285714286,False,Amfr,21
Endothelial Cells,-0.011866178,0.030509861,0.352,0.648,0.352,0.16,False,Amfr,21
Astrocytes,0.0037221033,0.01674578,0.612,0.388,0.388,0.18533333333333335,False,Amfr,21
Oligodendrocytes,0.0018778756,0.010075297,0.58,0.42,0.42,0.2088,False,Amfr,21
GABAergic Neurons,0.00064938323,0.019769222,0.53,0.47,0.47,0.23254545454545453,False,Amfr,21
Microglia,0.0005860191,0.018447401,0.495,0.505,0.495,0.2544166666666667,False,Amfr,21
