group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014216038,0.012338438,0.12,0.88,0.12,0.12,False,Arg2,21
Oligodendrocyte Precursor Cells,0.012379037,0.011531823,0.854,0.146,0.146,0.133,False,Arg2,21
Neurons,0.008985336,0.014203806,0.735,0.265,0.265,0.17700000000000002,False,Arg2,21
Neural Stem Cells,0.008220467,0.018371351,0.673,0.327,0.327,0.21450000000000002,False,Arg2,21
Excitatory Neurons,0.00496902,0.012288378,0.654,0.346,0.346,0.24080000000000004,False,Arg2,21
Myocytes,0.008862034,0.024660908,0.634,0.366,0.366,0.2616666666666667,False,Arg2,21
Endocrine Cells,0.008117122,0.031068228,0.611,0.389,0.389,0.2798571428571429,False,Arg2,21
Endothelial Cells,-0.008083705,0.0312815,0.401,0.599,0.401,0.29500000000000004,False,Arg2,21
Astrocytes,0.0023622315,0.015979221,0.579,0.421,0.421,0.309,False,Arg2,21
Microglia,-0.0024524156,0.017941391,0.434,0.566,0.434,0.3215,False,Arg2,21
Oligodendrocytes,-0.0017224583,0.010717486,0.452,0.548,0.452,0.33336363636363636,False,Arg2,21
GABAergic Neurons,-0.0021318032,0.018905375,0.476,0.524,0.476,0.34525000000000006,False,Arg2,21
