group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.036680363,0.03140365,0.88,0.12,0.12,0.12,False,Amd1,21
Medium Spiny Neurons,-0.013958756,0.0120645035,0.12,0.88,0.12,0.12,False,Amd1,21
Oligodendrocyte Precursor Cells,0.010860459,0.011756361,0.819,0.181,0.181,0.14033333333333334,False,Amd1,21
Neural Stem Cells,0.014504988,0.01799175,0.781,0.219,0.219,0.16,False,Amd1,21
Oligodendrocytes,0.0077533084,0.010225727,0.772,0.228,0.228,0.1736,False,Amd1,21
Neurons,0.008359776,0.013893271,0.727,0.273,0.273,0.19016666666666668,False,Amd1,21
Myocytes,-0.013474143,0.024885343,0.301,0.699,0.301,0.206,False,Amd1,21
Endothelial Cells,-0.00884721,0.030984128,0.395,0.605,0.395,0.229625,False,Amd1,21
Astrocytes,0.0031446773,0.016284652,0.6,0.4,0.4,0.24855555555555556,False,Amd1,21
GABAergic Neurons,-0.004589942,0.019310424,0.418,0.582,0.418,0.2655,False,Amd1,21
Excitatory Neurons,0.0022035297,0.01259135,0.568,0.432,0.432,0.28063636363636363,False,Amd1,21
Microglia,-0.0011256445,0.018106973,0.466,0.534,0.466,0.29608333333333337,False,Amd1,21
