group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013485294,0.012355712,0.13,0.87,0.13,0.13,False,Arap1,21
Oligodendrocyte Precursor Cells,0.011319267,0.011656134,0.832,0.168,0.168,0.14900000000000002,False,Arap1,21
Neurons,0.008834416,0.014200566,0.732,0.268,0.268,0.18866666666666668,False,Arap1,21
Neural Stem Cells,0.008938007,0.018290546,0.688,0.312,0.312,0.21950000000000003,False,Arap1,21
Excitatory Neurons,0.0045113275,0.012290491,0.64,0.36,0.36,0.2476,False,Arap1,21
Endothelial Cells,-0.008409205,0.031216735,0.399,0.601,0.399,0.2728333333333333,False,Arap1,21
Astrocytes,0.002732902,0.016092239,0.588,0.412,0.412,0.2927142857142857,False,Arap1,21
Endocrine Cells,0.005598654,0.031148344,0.574,0.426,0.426,0.309375,False,Arap1,21
Microglia,-0.002775933,0.018044349,0.429,0.571,0.429,0.32266666666666666,False,Arap1,21
Oligodendrocytes,-0.0017133934,0.010644573,0.452,0.548,0.452,0.3356,False,Arap1,21
GABAergic Neurons,-0.0023350606,0.018912086,0.472,0.528,0.472,0.348,False,Arap1,21
Myocytes,-0.00076714455,0.02467602,0.509,0.491,0.491,0.35991666666666666,False,Arap1,21
