group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.044573225,0.02475548,0.039,0.961,0.039,0.039,True,Acacb,21
Medium Spiny Neurons,-0.013267161,0.012362124,0.137,0.863,0.137,0.08800000000000001,False,Acacb,21
Oligodendrocyte Precursor Cells,0.012340598,0.011543018,0.853,0.147,0.147,0.10766666666666667,False,Acacb,21
Neurons,0.008794109,0.014205242,0.73,0.27,0.27,0.14825,False,Acacb,21
Neural Stem Cells,0.0096712345,0.018335307,0.699,0.301,0.301,0.1788,False,Acacb,21
Excitatory Neurons,0.0045560272,0.012284407,0.642,0.358,0.358,0.20866666666666664,False,Acacb,21
Microglia,-0.0025048596,0.017943045,0.434,0.566,0.434,0.24085714285714283,False,Acacb,21
Endothelial Cells,-0.005112004,0.031142762,0.44,0.56,0.44,0.26575,False,Acacb,21
Astrocytes,0.0013959395,0.016030125,0.555,0.445,0.445,0.2856666666666666,False,Acacb,21
Oligodendrocytes,-0.0016211425,0.010715405,0.455,0.545,0.455,0.3026,False,Acacb,21
Endocrine Cells,-0.0033805526,0.031088542,0.461,0.539,0.461,0.31699999999999995,False,Acacb,21
GABAergic Neurons,-0.0022364098,0.018905852,0.475,0.525,0.475,0.33016666666666666,False,Acacb,21
