group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013769299,0.012365094,0.127,0.873,0.127,0.127,False,Adcy8,21
Oligodendrocyte Precursor Cells,0.012068762,0.011603502,0.847,0.153,0.153,0.14,False,Adcy8,21
Neurons,0.008424875,0.014120202,0.726,0.274,0.274,0.18466666666666667,False,Adcy8,21
Myocytes,0.009230994,0.024674607,0.643,0.357,0.357,0.22775,False,Adcy8,21
Excitatory Neurons,0.004408873,0.012328361,0.639,0.361,0.361,0.2544,False,Adcy8,21
Neural Stem Cells,0.005670309,0.018332675,0.629,0.371,0.371,0.2738333333333333,False,Adcy8,21
Endothelial Cells,-0.008046326,0.03126549,0.401,0.599,0.401,0.292,False,Adcy8,21
Endocrine Cells,0.006093263,0.03106035,0.585,0.415,0.415,0.307375,False,Adcy8,21
Microglia,-0.0026699877,0.017950859,0.431,0.569,0.431,0.3211111111111111,False,Adcy8,21
Astrocytes,0.0011908957,0.016059237,0.55,0.45,0.45,0.334,False,Adcy8,21
Oligodendrocytes,-0.0017068239,0.01070418,0.452,0.548,0.452,0.34472727272727277,False,Adcy8,21
GABAergic Neurons,-0.00090805965,0.019002967,0.502,0.498,0.498,0.3575,False,Adcy8,21
