group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.027642867,0.009113829,0.001,0.999,0.001,0.001,True,Ccp110,21
Myocytes,0.026608454,0.024805997,0.854,0.146,0.146,0.0735,False,Ccp110,21
Oligodendrocyte Precursor Cells,0.012000736,0.011693764,0.844,0.156,0.156,0.10099999999999999,False,Ccp110,21
Medium Spiny Neurons,-0.011398403,0.012284208,0.177,0.823,0.177,0.12,False,Ccp110,21
Endocrine Cells,0.023657622,0.031327147,0.775,0.225,0.225,0.141,False,Ccp110,21
Neurons,0.009670806,0.014045008,0.757,0.243,0.243,0.158,False,Ccp110,21
Excitatory Neurons,0.004374301,0.012417204,0.637,0.363,0.363,0.18728571428571428,False,Ccp110,21
Endothelial Cells,-0.0064750025,0.031132119,0.419,0.581,0.419,0.21625,False,Ccp110,21
Microglia,-0.002876224,0.018002162,0.427,0.573,0.427,0.23966666666666667,False,Ccp110,21
Neural Stem Cells,0.0027163317,0.017926674,0.566,0.434,0.434,0.2591,False,Ccp110,21
Astrocytes,0.0011792459,0.0161523,0.55,0.45,0.45,0.2764545454545455,False,Ccp110,21
GABAergic Neurons,-0.0019353689,0.019130867,0.479,0.521,0.479,0.2933333333333334,False,Ccp110,21
