group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.02898034,0.012114047,0.994,0.006,0.006,0.006,True,Sh3bp4,21
Neural Stem Cells,0.016218416,0.017828291,0.811,0.189,0.189,0.0975,False,Sh3bp4,21
Medium Spiny Neurons,-0.010594427,0.012228832,0.2,0.8,0.2,0.13166666666666668,False,Sh3bp4,21
Neurons,0.00865766,0.0140224565,0.73,0.27,0.27,0.16625,False,Sh3bp4,21
Endocrine Cells,0.015663752,0.031236362,0.701,0.299,0.299,0.1928,False,Sh3bp4,21
Excitatory Neurons,0.0031495572,0.012404807,0.594,0.406,0.406,0.22833333333333336,False,Sh3bp4,21
GABAergic Neurons,-0.0046198256,0.01900344,0.414,0.586,0.414,0.25485714285714284,False,Sh3bp4,21
Microglia,-0.0033055171,0.017985683,0.422,0.578,0.422,0.27575,False,Sh3bp4,21
Endothelial Cells,-0.0061942404,0.030828752,0.425,0.575,0.425,0.29233333333333333,False,Sh3bp4,21
Astrocytes,0.0021556655,0.016093388,0.571,0.429,0.429,0.30599999999999994,False,Sh3bp4,21
Oligodendrocytes,-0.001828325,0.010607881,0.447,0.553,0.447,0.3188181818181818,False,Sh3bp4,21
Myocytes,0.00039395448,0.024687393,0.52,0.48,0.48,0.33225,False,Sh3bp4,21
