group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.012594861,0.011542464,0.862,0.138,0.138,0.138,False,Cdkn1a,21
Medium Spiny Neurons,-0.012989393,0.012353427,0.143,0.857,0.143,0.1405,False,Cdkn1a,21
Neurons,0.009167302,0.014205722,0.74,0.26,0.26,0.18033333333333335,False,Cdkn1a,21
Neural Stem Cells,0.008428119,0.018335186,0.676,0.324,0.324,0.21625,False,Cdkn1a,21
Excitatory Neurons,0.0047799116,0.012297028,0.651,0.349,0.349,0.2428,False,Cdkn1a,21
Oligodendrocytes,0.0032181905,0.010699321,0.623,0.377,0.377,0.26516666666666666,False,Cdkn1a,21
Astrocytes,0.0027746868,0.015995957,0.591,0.409,0.409,0.2857142857142857,False,Cdkn1a,21
Myocytes,0.0053322003,0.024666052,0.588,0.412,0.412,0.3015,False,Cdkn1a,21
Endothelial Cells,-0.0065667517,0.031245839,0.418,0.582,0.418,0.31444444444444447,False,Cdkn1a,21
Endocrine Cells,0.005448523,0.03106219,0.571,0.429,0.429,0.32589999999999997,False,Cdkn1a,21
Microglia,-0.0015948088,0.017956467,0.453,0.547,0.453,0.33745454545454545,False,Cdkn1a,21
GABAergic Neurons,-0.0024742438,0.018911256,0.47,0.53,0.47,0.3485,False,Cdkn1a,21
