group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.012607587,0.011580883,0.86,0.14,0.14,0.14,False,Agt,21
Medium Spiny Neurons,-0.013057466,0.012361205,0.141,0.859,0.141,0.1405,False,Agt,21
Neurons,0.009462755,0.0141653,0.751,0.249,0.249,0.17666666666666667,False,Agt,21
Myocytes,0.015126753,0.024697581,0.716,0.284,0.284,0.20350000000000001,False,Agt,21
Neural Stem Cells,0.0077892635,0.018335665,0.661,0.339,0.339,0.2306,False,Agt,21
Excitatory Neurons,0.004719127,0.012284869,0.65,0.35,0.35,0.2505,False,Agt,21
Astrocytes,0.0050848667,0.016489418,0.643,0.357,0.357,0.26571428571428574,False,Agt,21
Endothelial Cells,-0.0074274605,0.03122855,0.407,0.593,0.407,0.283375,False,Agt,21
Endocrine Cells,0.0051481714,0.03105371,0.569,0.431,0.431,0.29977777777777775,False,Agt,21
Microglia,-0.0020318758,0.017964644,0.445,0.555,0.445,0.31429999999999997,False,Agt,21
Oligodendrocytes,-0.001516884,0.010686937,0.459,0.541,0.459,0.32745454545454544,False,Agt,21
GABAergic Neurons,-0.0022412757,0.018910166,0.475,0.525,0.475,0.33975,False,Agt,21
