group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.08080178,0.009814456,0.0,1.0,0.0,0.0,True,Mog,21
Oligodendrocyte Precursor Cells,0.009016777,0.011605517,0.774,0.226,0.226,0.113,False,Mog,21
Medium Spiny Neurons,-0.009599423,0.012359721,0.228,0.772,0.228,0.15133333333333335,False,Mog,21
Neurons,0.007048627,0.014169147,0.695,0.305,0.305,0.18975,False,Mog,21
Microglia,-0.008271249,0.017949576,0.329,0.671,0.329,0.21760000000000002,False,Mog,21
Neural Stem Cells,0.005687083,0.01814527,0.63,0.37,0.37,0.24300000000000002,False,Mog,21
Excitatory Neurons,0.0038909626,0.012300542,0.618,0.382,0.382,0.2628571428571429,False,Mog,21
Myocytes,-0.007100092,0.024685735,0.385,0.615,0.385,0.27812500000000007,False,Mog,21
Endothelial Cells,-0.0093126055,0.03121557,0.392,0.608,0.392,0.2907777777777778,False,Mog,21
GABAergic Neurons,-0.0021760121,0.01893774,0.476,0.524,0.476,0.3093,False,Mog,21
Astrocytes,-0.0015958918,0.016047196,0.477,0.523,0.477,0.3245454545454546,False,Mog,21
Endocrine Cells,-0.0019250723,0.031067869,0.484,0.516,0.484,0.3378333333333334,False,Mog,21
