group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01349345,0.012369332,0.13,0.87,0.13,0.13,False,Agrp,21
Oligodendrocyte Precursor Cells,0.012702915,0.011533508,0.865,0.135,0.135,0.1325,False,Agrp,21
Neurons,0.01078164,0.0141986385,0.774,0.226,0.226,0.16366666666666665,False,Agrp,21
Neural Stem Cells,0.013764938,0.018313222,0.764,0.236,0.236,0.18175,False,Agrp,21
Excitatory Neurons,0.004573054,0.012282297,0.642,0.358,0.358,0.217,False,Agrp,21
Myocytes,0.008977283,0.024660548,0.638,0.362,0.362,0.24116666666666667,False,Agrp,21
Endothelial Cells,-0.008058899,0.031281386,0.401,0.599,0.401,0.264,False,Agrp,21
Endocrine Cells,0.006623981,0.031060452,0.592,0.408,0.408,0.28200000000000003,False,Agrp,21
Astrocytes,0.0023560587,0.015978644,0.579,0.421,0.421,0.29744444444444446,False,Agrp,21
Microglia,-0.0022912065,0.017942095,0.436,0.564,0.436,0.3113,False,Agrp,21
Oligodendrocytes,-0.0016786215,0.010719458,0.453,0.547,0.453,0.3241818181818182,False,Agrp,21
GABAergic Neurons,-0.0022887893,0.01889998,0.473,0.527,0.473,0.3365833333333333,False,Agrp,21
