group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.13692233,0.02524538,1.0,0.0,0.0,0.0,True,Ank2,21
Medium Spiny Neurons,-0.015969248,0.011931282,0.081,0.919,0.081,0.0405,True,Ank2,21
Neural Stem Cells,0.025334915,0.017613685,0.916,0.084,0.084,0.055,False,Ank2,21
Oligodendrocyte Precursor Cells,0.012178535,0.011864629,0.844,0.156,0.156,0.08025,False,Ank2,21
Oligodendrocytes,-0.0075126556,0.009934229,0.221,0.779,0.221,0.10840000000000001,False,Ank2,21
Neurons,0.0056381,0.013511599,0.668,0.332,0.332,0.1456666666666667,False,Ank2,21
Endocrine Cells,-0.011169216,0.031121522,0.377,0.623,0.377,0.17871428571428574,False,Ank2,21
Microglia,-0.0044057076,0.018142963,0.398,0.602,0.398,0.206125,False,Ank2,21
GABAergic Neurons,-0.0055878344,0.019863732,0.399,0.601,0.399,0.22755555555555557,False,Ank2,21
Endothelial Cells,-0.00812715,0.031042345,0.4,0.6,0.4,0.2448,False,Ank2,21
Astrocytes,0.0013014328,0.016401999,0.554,0.446,0.446,0.2630909090909091,False,Ank2,21
Excitatory Neurons,0.0017030971,0.013051591,0.553,0.447,0.447,0.2784166666666667,False,Ank2,21
