group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.073122405,0.024966419,0.0,1.0,0.0,0.0,True,Atf4,21
Oligodendrocytes,0.020136187,0.010146749,0.971,0.029,0.029,0.0145,True,Atf4,21
Medium Spiny Neurons,-0.016853232,0.012108791,0.074,0.926,0.074,0.034333333333333334,True,Atf4,21
Oligodendrocyte Precursor Cells,0.01424015,0.011913329,0.886,0.114,0.114,0.05425,False,Atf4,21
Endocrine Cells,-0.031093262,0.03164076,0.154,0.846,0.154,0.0742,False,Atf4,21
Neurons,0.008377478,0.013524679,0.73,0.27,0.27,0.10683333333333334,False,Atf4,21
Neural Stem Cells,0.006948102,0.01763219,0.651,0.349,0.349,0.14142857142857143,False,Atf4,21
GABAergic Neurons,-0.0062082107,0.020609966,0.388,0.612,0.388,0.17225000000000001,False,Atf4,21
Astrocytes,0.0033838756,0.016406009,0.604,0.396,0.396,0.19711111111111113,False,Atf4,21
Endothelial Cells,-0.005202037,0.030832615,0.436,0.564,0.436,0.221,False,Atf4,21
Microglia,-0.0022050247,0.018349634,0.441,0.559,0.441,0.241,False,Atf4,21
Excitatory Neurons,0.00075759477,0.012973428,0.528,0.472,0.472,0.26025,False,Atf4,21
