group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013679927,0.012369791,0.128,0.872,0.128,0.128,False,Atp6v0d2,21
Oligodendrocyte Precursor Cells,0.012334755,0.0115291355,0.853,0.147,0.147,0.1375,False,Atp6v0d2,21
Neurons,0.008975457,0.014208117,0.733,0.267,0.267,0.18066666666666667,False,Atp6v0d2,21
Neural Stem Cells,0.008810808,0.018370036,0.682,0.318,0.318,0.21500000000000002,False,Atp6v0d2,21
Excitatory Neurons,0.0045532137,0.012282183,0.642,0.358,0.358,0.24359999999999998,False,Atp6v0d2,21
Myocytes,0.008419932,0.024661599,0.632,0.368,0.368,0.2643333333333333,False,Atp6v0d2,21
Endocrine Cells,0.007642984,0.03106358,0.605,0.395,0.395,0.283,False,Atp6v0d2,21
Endothelial Cells,-0.0080446685,0.031281028,0.401,0.599,0.401,0.29774999999999996,False,Atp6v0d2,21
Astrocytes,0.0023536128,0.01597854,0.579,0.421,0.421,0.3114444444444444,False,Atp6v0d2,21
Microglia,-0.0021423781,0.017944204,0.441,0.559,0.441,0.3243999999999999,False,Atp6v0d2,21
Oligodendrocytes,-0.0017090046,0.010717374,0.452,0.548,0.452,0.3359999999999999,False,Atp6v0d2,21
GABAergic Neurons,-0.0022548507,0.018900335,0.475,0.525,0.475,0.3475833333333333,False,Atp6v0d2,21
