group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.11424723,0.032971732,1.0,0.0,0.0,0.0,True,Ywhaz,21
Myocytes,0.075068556,0.025385706,0.999,0.001,0.001,0.0005,True,Ywhaz,21
Medium Spiny Neurons,-0.02687141,0.010545117,0.002,0.998,0.002,0.001,True,Ywhaz,21
Neural Stem Cells,-0.025788464,0.015136162,0.051,0.949,0.051,0.0135,True,Ywhaz,21
Oligodendrocyte Precursor Cells,0.010342959,0.012133859,0.801,0.199,0.199,0.0506,False,Ywhaz,21
GABAergic Neurons,-0.019640304,0.02475588,0.211,0.789,0.211,0.07733333333333332,False,Ywhaz,21
Oligodendrocytes,-0.0077627175,0.009882217,0.213,0.787,0.213,0.09671428571428571,False,Ywhaz,21
Neurons,0.00877722,0.011463546,0.776,0.224,0.224,0.11262499999999999,False,Ywhaz,21
Excitatory Neurons,-0.01141499,0.017830638,0.269,0.731,0.269,0.13,False,Ywhaz,21
Microglia,-0.005919623,0.020006811,0.377,0.623,0.377,0.1547,False,Ywhaz,21
Endothelial Cells,-0.008230812,0.029169798,0.395,0.605,0.395,0.17654545454545453,False,Ywhaz,21
Astrocytes,-0.0015783949,0.017620469,0.478,0.522,0.478,0.20166666666666666,False,Ywhaz,21
