group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0134259695,0.012363384,0.134,0.866,0.134,0.134,False,Abca4,21
Oligodendrocyte Precursor Cells,0.012256373,0.011532273,0.852,0.148,0.148,0.14100000000000001,False,Abca4,21
Neural Stem Cells,0.012222579,0.018318478,0.742,0.258,0.258,0.18000000000000002,False,Abca4,21
Neurons,0.008834914,0.014208955,0.731,0.269,0.269,0.20225,False,Abca4,21
Excitatory Neurons,0.0046766396,0.0122894365,0.649,0.351,0.351,0.23200000000000004,False,Abca4,21
Endothelial Cells,-0.0118011655,0.031128613,0.354,0.646,0.354,0.25233333333333335,False,Abca4,21
Endocrine Cells,0.010876118,0.031097492,0.644,0.356,0.356,0.2671428571428572,False,Abca4,21
Myocytes,0.0065750363,0.024663713,0.602,0.398,0.398,0.28350000000000003,False,Abca4,21
Astrocytes,0.0022372305,0.01599435,0.574,0.426,0.426,0.2993333333333334,False,Abca4,21
Microglia,-0.0027464721,0.01793835,0.429,0.571,0.429,0.3123,False,Abca4,21
Oligodendrocytes,-0.0017231322,0.010716097,0.452,0.548,0.452,0.325,False,Abca4,21
GABAergic Neurons,-0.0023867933,0.018903337,0.472,0.528,0.472,0.33725000000000005,False,Abca4,21
