group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,-0.24626009,0.025011545,0.0,1.0,0.0,0.0,True,Plin4,21
Oligodendrocytes,0.03131263,0.009996316,0.999,0.001,0.001,0.0005,True,Plin4,21
Medium Spiny Neurons,-0.013056081,0.012364865,0.141,0.859,0.141,0.04733333333333333,True,Plin4,21
Oligodendrocyte Precursor Cells,0.012063522,0.011567332,0.848,0.152,0.152,0.0735,False,Plin4,21
Neurons,0.006450534,0.014195291,0.68,0.32,0.32,0.12279999999999999,False,Plin4,21
Astrocytes,0.0056085163,0.016158832,0.649,0.351,0.351,0.16083333333333333,False,Plin4,21
Excitatory Neurons,0.0038420258,0.012287208,0.618,0.382,0.382,0.19242857142857142,False,Plin4,21
Endothelial Cells,-0.008172935,0.031173147,0.4,0.6,0.4,0.21837499999999999,False,Plin4,21
Microglia,-0.0027295095,0.017955534,0.43,0.57,0.43,0.2418888888888889,False,Plin4,21
Neural Stem Cells,0.0020642064,0.018246146,0.545,0.455,0.455,0.2632,False,Plin4,21
GABAergic Neurons,-0.0023841516,0.018906448,0.472,0.528,0.472,0.2821818181818182,False,Plin4,21
Endocrine Cells,-0.0014852043,0.031063227,0.49,0.51,0.49,0.29950000000000004,False,Plin4,21
