group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014398582,0.0123437,0.117,0.883,0.117,0.117,False,Abraxas1,21
Oligodendrocyte Precursor Cells,0.012184512,0.011572817,0.849,0.151,0.151,0.134,False,Abraxas1,21
Neurons,0.0086687375,0.014187249,0.728,0.272,0.272,0.18000000000000002,False,Abraxas1,21
Neural Stem Cells,0.009870698,0.018322295,0.702,0.298,0.298,0.20950000000000002,False,Abraxas1,21
Excitatory Neurons,0.0043373876,0.012302291,0.637,0.363,0.363,0.24020000000000002,False,Abraxas1,21
Endocrine Cells,0.010146025,0.031111535,0.635,0.365,0.365,0.261,False,Abraxas1,21
Endothelial Cells,-0.008190416,0.031256944,0.4,0.6,0.4,0.28085714285714286,False,Abraxas1,21
Myocytes,0.0052338406,0.02466677,0.587,0.413,0.413,0.297375,False,Abraxas1,21
Astrocytes,0.0021322118,0.016015332,0.571,0.429,0.429,0.312,False,Abraxas1,21
Microglia,-0.0020053773,0.017962663,0.446,0.554,0.446,0.3254,False,Abraxas1,21
GABAergic Neurons,-0.002959909,0.018937621,0.453,0.547,0.453,0.33699999999999997,False,Abraxas1,21
Oligodendrocytes,-0.0015920365,0.01070048,0.456,0.544,0.456,0.3469166666666667,False,Abraxas1,21
