group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.0150452815,0.012303893,0.105,0.895,0.105,0.105,False,Acvr1,21
Oligodendrocyte Precursor Cells,0.011963861,0.011634186,0.844,0.156,0.156,0.1305,False,Acvr1,21
Neural Stem Cells,0.015541525,0.018162703,0.796,0.204,0.204,0.155,False,Acvr1,21
Neurons,0.00934703,0.014166864,0.746,0.254,0.254,0.17975,False,Acvr1,21
Endocrine Cells,0.019039607,0.031191653,0.736,0.264,0.264,0.1966,False,Acvr1,21
Myocytes,0.015701495,0.024747517,0.722,0.278,0.278,0.2101666666666667,False,Acvr1,21
Excitatory Neurons,0.005064013,0.012350338,0.654,0.346,0.346,0.2295714285714286,False,Acvr1,21
Astrocytes,0.0035364726,0.016074585,0.611,0.389,0.389,0.24950000000000003,False,Acvr1,21
Endothelial Cells,-0.0069589205,0.031187767,0.412,0.588,0.412,0.2675555555555556,False,Acvr1,21
Microglia,-0.0008961102,0.018040027,0.468,0.532,0.468,0.2876,False,Acvr1,21
Oligodendrocytes,-0.00086887,0.010669805,0.477,0.523,0.477,0.3048181818181818,False,Acvr1,21
GABAergic Neurons,-0.0013053224,0.018981017,0.496,0.504,0.496,0.32075000000000004,False,Acvr1,21
