group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.013939491,0.011784013,0.886,0.114,0.114,0.114,False,Arrb1,21
Myocytes,0.029640593,0.024782209,0.883,0.117,0.117,0.1155,False,Arrb1,21
Medium Spiny Neurons,-0.0123868175,0.012163948,0.151,0.849,0.151,0.12733333333333333,False,Arrb1,21
Neurons,0.0081594605,0.013970518,0.722,0.278,0.278,0.165,False,Arrb1,21
Neural Stem Cells,0.008895288,0.018079251,0.689,0.311,0.311,0.1942,False,Arrb1,21
Excitatory Neurons,0.005705536,0.012535481,0.671,0.329,0.329,0.21666666666666667,False,Arrb1,21
Endocrine Cells,0.007865784,0.031103173,0.608,0.392,0.392,0.24171428571428574,False,Arrb1,21
Astrocytes,0.0029225259,0.016354326,0.594,0.406,0.406,0.26225000000000004,False,Arrb1,21
Endothelial Cells,-0.00619527,0.031083617,0.425,0.575,0.425,0.2803333333333333,False,Arrb1,21
Microglia,-0.0028636528,0.018129995,0.428,0.572,0.428,0.29510000000000003,False,Arrb1,21
Oligodendrocytes,-0.0012060013,0.010628136,0.469,0.531,0.469,0.3109090909090909,False,Arrb1,21
GABAergic Neurons,-0.00016973125,0.019355362,0.514,0.486,0.486,0.32549999999999996,False,Arrb1,21
