group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013684011,0.01236967,0.128,0.872,0.128,0.128,False,Adad2,21
Oligodendrocyte Precursor Cells,0.012287238,0.011529137,0.852,0.148,0.148,0.138,False,Adad2,21
Neurons,0.0089569995,0.014208117,0.733,0.267,0.267,0.18100000000000002,False,Adad2,21
Neural Stem Cells,0.008685403,0.01837147,0.68,0.32,0.32,0.21575,False,Adad2,21
Excitatory Neurons,0.004542631,0.012282651,0.642,0.358,0.358,0.24420000000000003,False,Adad2,21
Myocytes,0.009019548,0.024660662,0.638,0.362,0.362,0.26383333333333336,False,Adad2,21
Endocrine Cells,0.0072450563,0.031061146,0.599,0.401,0.401,0.2834285714285715,False,Adad2,21
Endothelial Cells,-0.008066808,0.031281386,0.401,0.599,0.401,0.29812500000000003,False,Adad2,21
Astrocytes,0.0022925988,0.015977504,0.575,0.425,0.425,0.31222222222222223,False,Adad2,21
Microglia,-0.0025443183,0.017939059,0.433,0.567,0.433,0.3243,False,Adad2,21
Oligodendrocytes,-0.0017130148,0.010717953,0.452,0.548,0.452,0.3359090909090909,False,Adad2,21
GABAergic Neurons,-0.0022638417,0.018900104,0.475,0.525,0.475,0.3475,False,Adad2,21
