group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocyte Precursor Cells,0.017747821,0.011612014,0.941,0.059,0.059,0.059,False,Adm,21
Medium Spiny Neurons,-0.013547033,0.012368301,0.13,0.87,0.13,0.0945,False,Adm,21
Neural Stem Cells,0.018270697,0.01826358,0.839,0.161,0.161,0.11666666666666665,False,Adm,21
Neurons,0.009136737,0.014201885,0.738,0.262,0.262,0.153,False,Adm,21
Excitatory Neurons,0.0045526642,0.012283116,0.642,0.358,0.358,0.194,False,Adm,21
Myocytes,0.007617945,0.024662662,0.621,0.379,0.379,0.22483333333333333,False,Adm,21
Endocrine Cells,0.008003915,0.03106998,0.609,0.391,0.391,0.24857142857142858,False,Adm,21
Astrocytes,0.0029595532,0.015990574,0.597,0.403,0.403,0.267875,False,Adm,21
Endothelial Cells,-0.006573193,0.03125133,0.418,0.582,0.418,0.28455555555555556,False,Adm,21
Microglia,-0.0023586424,0.017942095,0.434,0.566,0.434,0.2995,False,Adm,21
Oligodendrocytes,-0.0010858626,0.010715057,0.473,0.527,0.473,0.31527272727272726,False,Adm,21
GABAergic Neurons,-0.0019679514,0.018917965,0.479,0.521,0.479,0.3289166666666667,False,Adm,21
