group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013566165,0.012366241,0.129,0.871,0.129,0.129,False,Ace2,21
Oligodendrocyte Precursor Cells,0.012412121,0.011532494,0.854,0.146,0.146,0.1375,False,Ace2,21
Neurons,0.009079425,0.014206801,0.737,0.263,0.263,0.17933333333333334,False,Ace2,21
Neural Stem Cells,0.007922698,0.018368606,0.663,0.337,0.337,0.21875,False,Ace2,21
Excitatory Neurons,0.00456752,0.012283115,0.642,0.358,0.358,0.2466,False,Ace2,21
Myocytes,0.008275939,0.024662303,0.632,0.368,0.368,0.2668333333333333,False,Ace2,21
Endocrine Cells,0.0065488205,0.031060906,0.592,0.408,0.408,0.287,False,Ace2,21
Endothelial Cells,-0.0068958187,0.03116332,0.413,0.587,0.413,0.30274999999999996,False,Ace2,21
Astrocytes,0.0024483018,0.015982201,0.581,0.419,0.419,0.31566666666666665,False,Ace2,21
Microglia,-0.0026426371,0.017940575,0.431,0.569,0.431,0.3272,False,Ace2,21
Oligodendrocytes,-0.0016729205,0.010715983,0.453,0.547,0.453,0.3386363636363636,False,Ace2,21
GABAergic Neurons,-0.00227092,0.018901294,0.474,0.526,0.474,0.34991666666666665,False,Ace2,21
