group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013711228,0.012369333,0.128,0.872,0.128,0.128,False,Anxa8,21
Oligodendrocyte Precursor Cells,0.012294878,0.011528686,0.852,0.148,0.148,0.138,False,Anxa8,21
Neurons,0.008897178,0.0142092,0.732,0.268,0.268,0.18133333333333335,False,Anxa8,21
Myocytes,0.014290599,0.024682108,0.706,0.294,0.294,0.20950000000000002,False,Anxa8,21
Neural Stem Cells,0.007984702,0.018359292,0.665,0.335,0.335,0.2346,False,Anxa8,21
Excitatory Neurons,0.004543605,0.012282534,0.642,0.358,0.358,0.2551666666666667,False,Anxa8,21
Endocrine Cells,0.009434617,0.031074494,0.624,0.376,0.376,0.2724285714285714,False,Anxa8,21
Endothelial Cells,-0.007816428,0.031274352,0.403,0.597,0.403,0.28875,False,Anxa8,21
Astrocytes,0.0024171753,0.01600742,0.581,0.419,0.419,0.3032222222222222,False,Anxa8,21
Microglia,-0.0024756852,0.017940229,0.434,0.566,0.434,0.3163,False,Anxa8,21
Oligodendrocytes,-0.0017454571,0.010718646,0.452,0.548,0.452,0.32863636363636367,False,Anxa8,21
GABAergic Neurons,-0.0023176726,0.01889998,0.472,0.528,0.472,0.3405833333333333,False,Anxa8,21
