group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Microglia,-0.13904318,0.027192006,0.0,1.0,0.0,0.0,True,P2ry12,21
Medium Spiny Neurons,-0.013899526,0.012279061,0.125,0.875,0.125,0.0625,False,P2ry12,21
Oligodendrocyte Precursor Cells,0.011659985,0.011650656,0.835,0.165,0.165,0.09666666666666668,False,P2ry12,21
Neurons,0.009028557,0.014161469,0.736,0.264,0.264,0.1385,False,P2ry12,21
Oligodendrocytes,-0.0047449884,0.010594573,0.342,0.658,0.342,0.17920000000000003,False,P2ry12,21
Myocytes,0.009181544,0.024678005,0.642,0.358,0.358,0.209,False,P2ry12,21
Endocrine Cells,0.01030212,0.031083442,0.64,0.36,0.36,0.23057142857142857,False,P2ry12,21
Excitatory Neurons,0.0037291541,0.012341686,0.615,0.385,0.385,0.24987499999999999,False,P2ry12,21
Endothelial Cells,-0.008248998,0.031116469,0.4,0.6,0.4,0.26655555555555555,False,P2ry12,21
Neural Stem Cells,0.0039875205,0.018244946,0.593,0.407,0.407,0.2806,False,P2ry12,21
Astrocytes,0.0006557086,0.016135916,0.541,0.459,0.459,0.2968181818181818,False,P2ry12,21
GABAergic Neurons,-0.0018141635,0.018995887,0.485,0.515,0.485,0.3125,False,P2ry12,21
