group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014331601,0.0122950785,0.117,0.883,0.117,0.117,False,Actr1a,21
Oligodendrocyte Precursor Cells,0.01186316,0.011643482,0.84,0.16,0.16,0.1385,False,Actr1a,21
Neurons,0.008628136,0.014122131,0.728,0.272,0.272,0.18300000000000002,False,Actr1a,21
Neural Stem Cells,0.0067307064,0.018227173,0.644,0.356,0.356,0.22625,False,Actr1a,21
Excitatory Neurons,0.0041622217,0.01237406,0.628,0.372,0.372,0.2554,False,Actr1a,21
Oligodendrocytes,-0.003463393,0.010617026,0.4,0.6,0.4,0.2795,False,Actr1a,21
Endothelial Cells,-0.008114735,0.031206563,0.401,0.599,0.401,0.2968571428571429,False,Actr1a,21
Microglia,-0.0028922434,0.017989537,0.427,0.573,0.427,0.31312500000000004,False,Actr1a,21
Astrocytes,0.001244834,0.016061416,0.553,0.447,0.447,0.32800000000000007,False,Actr1a,21
Myocytes,0.0023103287,0.02469196,0.549,0.451,0.451,0.34030000000000005,False,Actr1a,21
GABAergic Neurons,-0.0025858334,0.019036887,0.467,0.533,0.467,0.35181818181818186,False,Actr1a,21
Endocrine Cells,-0.0022024966,0.031085309,0.478,0.522,0.478,0.3623333333333334,False,Actr1a,21
