group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.113723904,0.013103236,0.0,1.0,0.0,0.0,True,Cnp,21
Neural Stem Cells,0.017523188,0.016977128,0.844,0.156,0.156,0.078,False,Cnp,21
Medium Spiny Neurons,-0.011299936,0.012177681,0.177,0.823,0.177,0.11099999999999999,False,Cnp,21
Microglia,-0.010684406,0.018380363,0.288,0.712,0.288,0.15525,False,Cnp,21
Neurons,0.005214278,0.013878514,0.658,0.342,0.342,0.19260000000000002,False,Cnp,21
Endothelial Cells,-0.010301843,0.030765843,0.376,0.624,0.376,0.22316666666666665,False,Cnp,21
Excitatory Neurons,0.0025218467,0.012422579,0.58,0.42,0.42,0.2512857142857143,False,Cnp,21
Astrocytes,-0.0038146111,0.01701468,0.426,0.574,0.426,0.273125,False,Cnp,21
Myocytes,-0.0037885958,0.024853576,0.454,0.546,0.454,0.2932222222222223,False,Cnp,21
Oligodendrocyte Precursor Cells,0.0011797913,0.011961254,0.539,0.461,0.461,0.31,False,Cnp,21
Endocrine Cells,0.0005522754,0.031216731,0.513,0.487,0.487,0.3260909090909091,False,Cnp,21
GABAergic Neurons,-0.000819775,0.019198239,0.503,0.497,0.497,0.3403333333333334,False,Cnp,21
