group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01370638,0.012369792,0.128,0.872,0.128,0.128,False,Aqp3,21
Oligodendrocyte Precursor Cells,0.012386243,0.0115303695,0.854,0.146,0.146,0.137,False,Aqp3,21
Neurons,0.008988691,0.014209554,0.735,0.265,0.265,0.17966666666666667,False,Aqp3,21
Neural Stem Cells,0.008692171,0.01837147,0.68,0.32,0.32,0.21475,False,Aqp3,21
Excitatory Neurons,0.0045691174,0.012282296,0.642,0.358,0.358,0.2434,False,Aqp3,21
Myocytes,0.008756283,0.024661014,0.634,0.366,0.366,0.26383333333333336,False,Aqp3,21
Endothelial Cells,-0.008062338,0.03128125,0.401,0.599,0.401,0.2834285714285715,False,Aqp3,21
Astrocytes,0.0022996466,0.015977737,0.575,0.425,0.425,0.30112500000000003,False,Aqp3,21
Endocrine Cells,0.0056659756,0.031065205,0.575,0.425,0.425,0.3148888888888889,False,Aqp3,21
Microglia,-0.00262149,0.01793847,0.431,0.569,0.431,0.3265,False,Aqp3,21
Oligodendrocytes,-0.0017295053,0.010718067,0.452,0.548,0.452,0.33790909090909094,False,Aqp3,21
GABAergic Neurons,-0.0022858486,0.018899856,0.473,0.527,0.473,0.3491666666666667,False,Aqp3,21
