group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013824184,0.012270477,0.126,0.874,0.126,0.126,False,Ackr1,21
Oligodendrocyte Precursor Cells,0.011457898,0.011596897,0.833,0.167,0.167,0.14650000000000002,False,Ackr1,21
Myocytes,0.019888127,0.024711762,0.776,0.224,0.224,0.17233333333333334,False,Ackr1,21
Neurons,0.010531172,0.014090945,0.77,0.23,0.23,0.18675,False,Ackr1,21
Neural Stem Cells,0.009180952,0.018306896,0.693,0.307,0.307,0.21080000000000002,False,Ackr1,21
Excitatory Neurons,0.003632229,0.012434849,0.607,0.393,0.393,0.24116666666666667,False,Ackr1,21
Endocrine Cells,0.0067402325,0.031060223,0.594,0.406,0.406,0.26471428571428574,False,Ackr1,21
Endothelial Cells,-0.007658737,0.03125824,0.406,0.594,0.406,0.28237500000000004,False,Ackr1,21
Astrocytes,0.002656321,0.016005818,0.587,0.413,0.413,0.2968888888888889,False,Ackr1,21
Microglia,-0.0024180226,0.017963365,0.434,0.566,0.434,0.31060000000000004,False,Ackr1,21
Oligodendrocytes,-0.0016627162,0.0106967725,0.453,0.547,0.453,0.3235454545454546,False,Ackr1,21
GABAergic Neurons,-0.002150402,0.019069256,0.476,0.524,0.476,0.33625,False,Ackr1,21
