group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013701073,0.012369671,0.128,0.872,0.128,0.128,False,Actc1,21
Oligodendrocyte Precursor Cells,0.0123018725,0.011529025,0.852,0.148,0.148,0.138,False,Actc1,21
Myocytes,-0.02381117,0.024711642,0.179,0.821,0.179,0.15166666666666667,False,Actc1,21
Neurons,0.009011521,0.014208117,0.735,0.265,0.265,0.18,False,Actc1,21
Neural Stem Cells,0.0068919286,0.018370874,0.646,0.354,0.354,0.21479999999999996,False,Actc1,21
Excitatory Neurons,0.004554026,0.012282183,0.642,0.358,0.358,0.23866666666666667,False,Actc1,21
Endocrine Cells,0.0072608367,0.031061267,0.6,0.4,0.4,0.2617142857142857,False,Actc1,21
Endothelial Cells,-0.008242128,0.03128125,0.4,0.6,0.4,0.27899999999999997,False,Actc1,21
Astrocytes,0.0023169075,0.01597796,0.577,0.423,0.423,0.295,False,Actc1,21
Microglia,-0.002547707,0.017938947,0.433,0.567,0.433,0.30879999999999996,False,Actc1,21
Oligodendrocytes,-0.0017129482,0.010718066,0.452,0.548,0.452,0.3218181818181818,False,Actc1,21
GABAergic Neurons,-0.0023240838,0.018899858,0.472,0.528,0.472,0.3343333333333333,False,Actc1,21
