group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.039002523,0.024779402,0.944,0.056,0.056,0.056,False,Amy2a5,21
Medium Spiny Neurons,-0.0139736235,0.012357883,0.125,0.875,0.125,0.0905,False,Amy2a5,21
Oligodendrocyte Precursor Cells,0.012958619,0.011561731,0.872,0.128,0.128,0.103,False,Amy2a5,21
Neurons,0.009072187,0.014199125,0.737,0.263,0.263,0.14300000000000002,False,Amy2a5,21
Excitatory Neurons,0.004690764,0.0122923525,0.649,0.351,0.351,0.18460000000000001,False,Amy2a5,21
Neural Stem Cells,0.006271218,0.01835213,0.636,0.364,0.364,0.2145,False,Amy2a5,21
Endothelial Cells,-0.007968554,0.0312719,0.401,0.599,0.401,0.24114285714285713,False,Amy2a5,21
Endocrine Cells,0.0065452196,0.031067988,0.592,0.408,0.408,0.262,False,Amy2a5,21
Astrocytes,0.0025278805,0.015988156,0.583,0.417,0.417,0.2792222222222222,False,Amy2a5,21
Microglia,-0.0026605765,0.017942095,0.431,0.569,0.431,0.2944,False,Amy2a5,21
Oligodendrocytes,-0.0016576973,0.010713786,0.453,0.547,0.453,0.3088181818181818,False,Amy2a5,21
GABAergic Neurons,-0.0019788858,0.018916523,0.479,0.521,0.479,0.323,False,Amy2a5,21
