group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013624314,0.012369556,0.128,0.872,0.128,0.128,False,Asic3,21
Oligodendrocyte Precursor Cells,0.0122472,0.011528797,0.852,0.148,0.148,0.138,False,Asic3,21
Neurons,0.008966462,0.014208604,0.733,0.267,0.267,0.18100000000000002,False,Asic3,21
Neural Stem Cells,0.008722359,0.018370997,0.68,0.32,0.32,0.21575,False,Asic3,21
Excitatory Neurons,0.0045600655,0.012282296,0.642,0.358,0.358,0.24420000000000003,False,Asic3,21
Myocytes,0.00885358,0.024660904,0.634,0.366,0.366,0.2645,False,Asic3,21
Endothelial Cells,-0.008044465,0.03128125,0.401,0.599,0.401,0.28400000000000003,False,Asic3,21
Endocrine Cells,0.0071527227,0.03106115,0.598,0.402,0.402,0.29875,False,Asic3,21
Astrocytes,0.0023078083,0.015978998,0.576,0.424,0.424,0.31266666666666665,False,Asic3,21
Microglia,-0.0025378056,0.017939175,0.433,0.567,0.433,0.3247,False,Asic3,21
Oligodendrocytes,-0.0016835225,0.010715634,0.453,0.547,0.453,0.33636363636363636,False,Asic3,21
GABAergic Neurons,-0.0023088977,0.018900333,0.473,0.527,0.473,0.34775,False,Asic3,21
