group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013307044,0.012346454,0.135,0.865,0.135,0.135,False,Arrdc2,21
Oligodendrocyte Precursor Cells,0.012257919,0.011600029,0.851,0.149,0.149,0.14200000000000002,False,Arrdc2,21
Oligodendrocytes,0.009998639,0.010469554,0.831,0.169,0.169,0.15100000000000002,False,Arrdc2,21
Neurons,0.008665734,0.014182336,0.728,0.272,0.272,0.18125000000000002,False,Arrdc2,21
Myocytes,0.01492098,0.024970291,0.713,0.287,0.287,0.2024,False,Arrdc2,21
Neural Stem Cells,0.0083065145,0.018256167,0.675,0.325,0.325,0.22283333333333333,False,Arrdc2,21
Astrocytes,0.005699061,0.016111959,0.653,0.347,0.347,0.24057142857142857,False,Arrdc2,21
Excitatory Neurons,0.0043993304,0.012319245,0.639,0.361,0.361,0.255625,False,Arrdc2,21
Endothelial Cells,-0.008360432,0.031214865,0.399,0.601,0.399,0.27155555555555555,False,Arrdc2,21
Microglia,-0.003757052,0.017976109,0.41,0.59,0.41,0.2854,False,Arrdc2,21
Endocrine Cells,0.0054693785,0.031146033,0.571,0.429,0.429,0.2984545454545455,False,Arrdc2,21
GABAergic Neurons,-0.002235777,0.018934742,0.475,0.525,0.475,0.31316666666666665,False,Arrdc2,21
