group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013063716,0.012345305,0.141,0.859,0.141,0.141,False,Abcb8,21
Oligodendrocyte Precursor Cells,0.012146623,0.011577974,0.849,0.151,0.151,0.146,False,Abcb8,21
Neural Stem Cells,0.013175017,0.018302236,0.76,0.24,0.24,0.17733333333333334,False,Abcb8,21
Neurons,0.008983982,0.014183655,0.735,0.265,0.265,0.19925,False,Abcb8,21
Excitatory Neurons,0.004659513,0.012302406,0.648,0.352,0.352,0.2298,False,Abcb8,21
Myocytes,0.009134571,0.024683164,0.64,0.36,0.36,0.2515,False,Abcb8,21
Endocrine Cells,0.009153297,0.031100396,0.619,0.381,0.381,0.26999999999999996,False,Abcb8,21
Endothelial Cells,-0.007960008,0.031258706,0.401,0.599,0.401,0.286375,False,Abcb8,21
Astrocytes,0.0024191246,0.016022438,0.581,0.419,0.419,0.3011111111111111,False,Abcb8,21
Microglia,-0.0024702956,0.017949458,0.434,0.566,0.434,0.3144,False,Abcb8,21
Oligodendrocytes,-0.0015604779,0.010684507,0.456,0.544,0.456,0.32727272727272727,False,Abcb8,21
GABAergic Neurons,-0.0016639634,0.018938698,0.488,0.512,0.488,0.3406666666666667,False,Abcb8,21
