group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.052440092,0.03146877,0.951,0.049,0.049,0.049,True,Pltp,21
Oligodendrocyte Precursor Cells,0.0073769614,0.011816265,0.733,0.267,0.267,0.158,False,Pltp,21
Neurons,0.008534574,0.01408147,0.728,0.272,0.272,0.19600000000000004,False,Pltp,21
Myocytes,0.013204533,0.024939464,0.692,0.308,0.308,0.22400000000000003,False,Pltp,21
Excitatory Neurons,0.0045653987,0.01235361,0.642,0.358,0.358,0.2508,False,Pltp,21
Medium Spiny Neurons,-0.00466356,0.0120631335,0.362,0.638,0.362,0.26933333333333337,False,Pltp,21
Neural Stem Cells,0.0051059793,0.017024564,0.627,0.373,0.373,0.28414285714285714,False,Pltp,21
Microglia,-0.0045686187,0.018114105,0.395,0.605,0.395,0.29800000000000004,False,Pltp,21
Endothelial Cells,-0.006822943,0.02546749,0.399,0.601,0.399,0.3092222222222223,False,Pltp,21
Oligodendrocytes,-0.002080677,0.010566096,0.441,0.559,0.441,0.3224,False,Pltp,21
Astrocytes,0.0011987733,0.017299661,0.549,0.451,0.451,0.3340909090909091,False,Pltp,21
GABAergic Neurons,-0.0029996964,0.019067694,0.452,0.548,0.452,0.3439166666666667,False,Pltp,21
