group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013608844,0.012369557,0.128,0.872,0.128,0.128,False,Adtrp,21
Oligodendrocyte Precursor Cells,0.012356624,0.011529251,0.854,0.146,0.146,0.137,False,Adtrp,21
Neurons,0.008968118,0.014208117,0.733,0.267,0.267,0.18033333333333335,False,Adtrp,21
Neural Stem Cells,0.008391169,0.018371353,0.676,0.324,0.324,0.21625,False,Adtrp,21
Excitatory Neurons,0.0045268857,0.012282063,0.642,0.358,0.358,0.24459999999999998,False,Adtrp,21
Myocytes,0.0088090245,0.024661014,0.634,0.366,0.366,0.2648333333333333,False,Adtrp,21
Endocrine Cells,0.008805097,0.03107822,0.616,0.384,0.384,0.28185714285714286,False,Adtrp,21
Endothelial Cells,-0.007984954,0.031279042,0.401,0.599,0.401,0.29674999999999996,False,Adtrp,21
Astrocytes,0.0022962613,0.015978422,0.575,0.425,0.425,0.31099999999999994,False,Adtrp,21
Microglia,-0.0025919606,0.017945949,0.432,0.568,0.432,0.32309999999999994,False,Adtrp,21
Oligodendrocytes,-0.0017533534,0.010717255,0.451,0.549,0.451,0.3347272727272727,False,Adtrp,21
GABAergic Neurons,-0.0022887543,0.01890021,0.473,0.527,0.473,0.34624999999999995,False,Adtrp,21
