group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Neural Stem Cells,-0.038848642,0.017319452,0.013,0.987,0.013,0.013,True,Plpp3,21
Oligodendrocyte Precursor Cells,0.01994613,0.011926993,0.956,0.044,0.044,0.028499999999999998,True,Plpp3,21
Endocrine Cells,0.048258632,0.031505328,0.938,0.062,0.062,0.03966666666666666,True,Plpp3,21
Myocytes,0.028448295,0.024961386,0.872,0.128,0.128,0.06175,False,Plpp3,21
Medium Spiny Neurons,-0.008926225,0.01196425,0.236,0.764,0.236,0.09659999999999999,False,Plpp3,21
Excitatory Neurons,0.006744565,0.012495512,0.708,0.292,0.292,0.12916666666666665,False,Plpp3,21
Neurons,0.0072680195,0.013913426,0.699,0.301,0.301,0.1537142857142857,False,Plpp3,21
Oligodendrocytes,0.0037586007,0.010192723,0.64,0.36,0.36,0.1795,False,Plpp3,21
Microglia,-0.004246302,0.018248934,0.403,0.597,0.403,0.20433333333333334,False,Plpp3,21
Endothelial Cells,-0.0061061415,0.030419456,0.425,0.575,0.425,0.2264,False,Plpp3,21
Astrocytes,0.0015723788,0.018571889,0.555,0.445,0.445,0.24627272727272723,False,Plpp3,21
GABAergic Neurons,-6.395746e-05,0.01925996,0.516,0.484,0.484,0.2660833333333333,False,Plpp3,21
