group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014373448,0.012322762,0.117,0.883,0.117,0.117,False,Arx,21
Oligodendrocyte Precursor Cells,0.012798276,0.011575278,0.866,0.134,0.134,0.1255,False,Arx,21
Neurons,0.0093794335,0.014154751,0.747,0.253,0.253,0.168,False,Arx,21
Neural Stem Cells,-0.010119576,0.017455533,0.274,0.726,0.274,0.1945,False,Arx,21
Excitatory Neurons,0.0046812943,0.012298431,0.649,0.351,0.351,0.2258,False,Arx,21
Myocytes,0.008619415,0.024662428,0.632,0.368,0.368,0.24949999999999997,False,Arx,21
Astrocytes,0.0037143826,0.016079407,0.616,0.384,0.384,0.2687142857142857,False,Arx,21
Endocrine Cells,0.008842157,0.03106231,0.616,0.384,0.384,0.28312499999999996,False,Arx,21
Endothelial Cells,-0.007986073,0.031261146,0.401,0.599,0.401,0.29622222222222216,False,Arx,21
Microglia,-0.002292384,0.017959965,0.436,0.564,0.436,0.3101999999999999,False,Arx,21
Oligodendrocytes,-0.0015090053,0.010701867,0.46,0.54,0.46,0.3238181818181818,False,Arx,21
GABAergic Neurons,-0.00072832126,0.019323718,0.505,0.495,0.495,0.3380833333333333,False,Arx,21
