group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Myocytes,0.041162137,0.024862368,0.95,0.05,0.05,0.05,False,Adgrl1,21
Medium Spiny Neurons,-0.015364783,0.0116989,0.085,0.915,0.085,0.0675,False,Adgrl1,21
Oligodendrocyte Precursor Cells,0.016318427,0.011884222,0.915,0.085,0.085,0.07333333333333335,False,Adgrl1,21
Neurons,0.013376989,0.013657157,0.83,0.17,0.17,0.0975,False,Adgrl1,21
Excitatory Neurons,0.008422452,0.012978692,0.741,0.259,0.259,0.1298,False,Adgrl1,21
Neural Stem Cells,0.008146091,0.017953541,0.675,0.325,0.325,0.16233333333333333,False,Adgrl1,21
Endocrine Cells,0.012778297,0.031304043,0.663,0.337,0.337,0.18728571428571428,False,Adgrl1,21
Astrocytes,0.0048361337,0.016452983,0.639,0.361,0.361,0.209,False,Adgrl1,21
Endothelial Cells,-0.0070530665,0.031043986,0.41,0.59,0.41,0.2313333333333333,False,Adgrl1,21
GABAergic Neurons,0.00237929,0.019710043,0.561,0.439,0.439,0.2521,False,Adgrl1,21
Microglia,-0.0021967792,0.01812544,0.441,0.559,0.441,0.2692727272727273,False,Adgrl1,21
Oligodendrocytes,0.00045124965,0.0105557935,0.522,0.478,0.478,0.2866666666666666,False,Adgrl1,21
