group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Endocrine Cells,0.05199277,0.03162291,0.947,0.053,0.053,0.053,False,Ezr,21
Medium Spiny Neurons,-0.013481366,0.012327226,0.13,0.87,0.13,0.0915,False,Ezr,21
Oligodendrocyte Precursor Cells,0.011673059,0.011584241,0.835,0.165,0.165,0.11599999999999999,False,Ezr,21
Neurons,0.008196193,0.014186168,0.72,0.28,0.28,0.157,False,Ezr,21
Myocytes,0.01016478,0.02469782,0.656,0.344,0.344,0.1944,False,Ezr,21
Endothelial Cells,-0.0127155995,0.031103838,0.345,0.655,0.345,0.2195,False,Ezr,21
Excitatory Neurons,0.004140155,0.012315971,0.628,0.372,0.372,0.2412857142857143,False,Ezr,21
Astrocytes,0.0036442769,0.016408768,0.612,0.388,0.388,0.259625,False,Ezr,21
Microglia,-0.003717423,0.017965812,0.411,0.589,0.411,0.27644444444444444,False,Ezr,21
Oligodendrocytes,-0.0020945724,0.010688329,0.442,0.558,0.442,0.29300000000000004,False,Ezr,21
Neural Stem Cells,0.0021280816,0.017932648,0.549,0.451,0.451,0.3073636363636364,False,Ezr,21
GABAergic Neurons,-0.002093738,0.01895009,0.477,0.523,0.477,0.3215,False,Ezr,21
