group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013469143,0.012346675,0.13,0.87,0.13,0.13,False,Adamts1,21
Oligodendrocyte Precursor Cells,0.012615285,0.011667111,0.857,0.143,0.143,0.1365,False,Adamts1,21
Oligodendrocytes,0.007909935,0.010465158,0.771,0.229,0.229,0.16733333333333333,False,Adamts1,21
Neural Stem Cells,0.013254131,0.01828052,0.76,0.24,0.24,0.1855,False,Adamts1,21
Endocrine Cells,0.019358221,0.0311552,0.74,0.26,0.26,0.2004,False,Adamts1,21
Neurons,0.009158569,0.0141945705,0.74,0.26,0.26,0.21033333333333334,False,Adamts1,21
Myocytes,-0.0117576355,0.024745524,0.316,0.684,0.316,0.22542857142857145,False,Adamts1,21
Excitatory Neurons,0.0050882874,0.012303572,0.654,0.346,0.346,0.2405,False,Adamts1,21
Microglia,-0.0022060908,0.017969327,0.44,0.56,0.44,0.26266666666666666,False,Adamts1,21
Astrocytes,0.0015172363,0.016080547,0.556,0.444,0.444,0.2808,False,Adamts1,21
Endothelial Cells,-0.004405103,0.030967047,0.448,0.552,0.448,0.296,False,Adamts1,21
GABAergic Neurons,-0.0023644655,0.018932952,0.472,0.528,0.472,0.31066666666666665,False,Adamts1,21
