group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013747568,0.012369445,0.128,0.872,0.128,0.128,False,Trp53cor1,21
Oligodendrocyte Precursor Cells,0.012122899,0.011538999,0.849,0.151,0.151,0.1395,False,Trp53cor1,21
Neurons,0.009041363,0.014207637,0.735,0.265,0.265,0.18133333333333335,False,Trp53cor1,21
Neural Stem Cells,0.007991895,0.01836598,0.665,0.335,0.335,0.21975,False,Trp53cor1,21
Excitatory Neurons,0.004539102,0.012282534,0.642,0.358,0.358,0.2474,False,Trp53cor1,21
Myocytes,0.008942458,0.024660662,0.636,0.364,0.364,0.2668333333333333,False,Trp53cor1,21
Endothelial Cells,-0.00823181,0.03127774,0.4,0.6,0.4,0.28585714285714287,False,Trp53cor1,21
Endocrine Cells,0.0069446354,0.031060804,0.598,0.402,0.402,0.300375,False,Trp53cor1,21
Microglia,-0.0038134325,0.017944543,0.41,0.59,0.41,0.3125555555555556,False,Trp53cor1,21
Astrocytes,0.0024790387,0.015989881,0.582,0.418,0.418,0.32310000000000005,False,Trp53cor1,21
Oligodendrocytes,-0.0010604401,0.010714947,0.473,0.527,0.473,0.33672727272727276,False,Trp53cor1,21
GABAergic Neurons,-0.002240457,0.018901415,0.475,0.525,0.475,0.34825,False,Trp53cor1,21
