group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.013424468,0.012275511,0.13,0.87,0.13,0.13,False,Asf1a,21
Oligodendrocyte Precursor Cells,0.010914873,0.011725343,0.82,0.18,0.18,0.155,False,Asf1a,21
Neural Stem Cells,0.01177266,0.017971447,0.738,0.262,0.262,0.19066666666666668,False,Asf1a,21
Neurons,0.00840961,0.01411949,0.726,0.274,0.274,0.21150000000000002,False,Asf1a,21
Endocrine Cells,0.010057813,0.031189108,0.635,0.365,0.365,0.24220000000000003,False,Asf1a,21
Excitatory Neurons,0.004150513,0.012361093,0.628,0.372,0.372,0.26383333333333336,False,Asf1a,21
Microglia,-0.0044806045,0.017984511,0.396,0.604,0.396,0.28271428571428575,False,Asf1a,21
Endothelial Cells,-0.008593956,0.031158762,0.397,0.603,0.397,0.29700000000000004,False,Asf1a,21
Oligodendrocytes,-0.0025864474,0.010581843,0.426,0.574,0.426,0.3113333333333334,False,Asf1a,21
Myocytes,-0.004801354,0.024683284,0.435,0.565,0.435,0.32370000000000004,False,Asf1a,21
GABAergic Neurons,-0.0034966017,0.019047203,0.441,0.559,0.441,0.3343636363636364,False,Asf1a,21
Astrocytes,0.0011578934,0.016142214,0.55,0.45,0.45,0.34400000000000003,False,Asf1a,21
