group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014098342,0.012206861,0.12,0.88,0.12,0.12,False,Apc2,21
Oligodendrocyte Precursor Cells,0.013140379,0.0118415635,0.868,0.132,0.132,0.126,False,Apc2,21
Myocytes,0.025339874,0.024759464,0.843,0.157,0.157,0.13633333333333333,False,Apc2,21
Neural Stem Cells,0.01478739,0.017930249,0.783,0.217,0.217,0.1565,False,Apc2,21
Neurons,0.010271135,0.013968479,0.769,0.231,0.231,0.1714,False,Apc2,21
Excitatory Neurons,0.006155882,0.012451801,0.687,0.313,0.313,0.19499999999999998,False,Apc2,21
Endocrine Cells,0.0096763205,0.031083332,0.631,0.369,0.369,0.21985714285714283,False,Apc2,21
Astrocytes,0.0039521335,0.016271366,0.622,0.378,0.378,0.23962499999999998,False,Apc2,21
Endothelial Cells,-0.00786583,0.031208197,0.402,0.598,0.402,0.25766666666666665,False,Apc2,21
Microglia,-0.0016896733,0.01800497,0.453,0.547,0.453,0.2772,False,Apc2,21
GABAergic Neurons,0.00034916942,0.01923983,0.525,0.475,0.475,0.29518181818181816,False,Apc2,21
Oligodendrocytes,-0.00085695926,0.010636702,0.477,0.523,0.477,0.3103333333333333,False,Apc2,21
