group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.014223392,0.012338782,0.12,0.88,0.12,0.12,False,Aldh1l1,21
Oligodendrocyte Precursor Cells,0.011311272,0.011586705,0.832,0.168,0.168,0.14400000000000002,False,Aldh1l1,21
Neurons,0.007897563,0.014180533,0.714,0.286,0.286,0.19133333333333336,False,Aldh1l1,21
Neural Stem Cells,0.007226062,0.01831131,0.651,0.349,0.349,0.23075,False,Aldh1l1,21
Excitatory Neurons,0.0043556164,0.012309775,0.638,0.362,0.362,0.257,False,Aldh1l1,21
Myocytes,0.0072763315,0.024663825,0.616,0.384,0.384,0.2781666666666667,False,Aldh1l1,21
Endothelial Cells,-0.00883847,0.031187635,0.395,0.605,0.395,0.2948571428571429,False,Aldh1l1,21
Microglia,-0.004130022,0.017963711,0.404,0.596,0.404,0.3085,False,Aldh1l1,21
Endocrine Cells,0.0059973323,0.031067306,0.583,0.417,0.417,0.32055555555555554,False,Aldh1l1,21
Astrocytes,0.0014003844,0.016272403,0.555,0.445,0.445,0.33299999999999996,False,Aldh1l1,21
Oligodendrocytes,-0.001774685,0.010686241,0.45,0.55,0.45,0.34363636363636363,False,Aldh1l1,21
GABAergic Neurons,-0.0023782605,0.018936902,0.472,0.528,0.472,0.35433333333333333,False,Aldh1l1,21
