group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.018925544,0.012231224,0.055,0.945,0.055,0.055,False,Acvr1c,21
Oligodendrocyte Precursor Cells,0.012436048,0.011546723,0.854,0.146,0.146,0.10049999999999999,False,Acvr1c,21
Neurons,0.010268774,0.014174417,0.766,0.234,0.234,0.145,False,Acvr1c,21
Myocytes,0.0161959,0.024694186,0.727,0.273,0.273,0.177,False,Acvr1c,21
Neural Stem Cells,0.010035197,0.018350223,0.706,0.294,0.294,0.2004,False,Acvr1c,21
Excitatory Neurons,0.004150156,0.012334909,0.628,0.372,0.372,0.229,False,Acvr1c,21
Endothelial Cells,-0.007931919,0.03127214,0.402,0.598,0.402,0.2537142857142857,False,Acvr1c,21
Endocrine Cells,0.0060103466,0.03107368,0.584,0.416,0.416,0.274,False,Acvr1c,21
Astrocytes,0.0022384725,0.015997678,0.574,0.426,0.426,0.2908888888888889,False,Acvr1c,21
Microglia,-0.0021898835,0.01795226,0.441,0.559,0.441,0.3059,False,Acvr1c,21
Oligodendrocytes,-0.001689913,0.010708462,0.453,0.547,0.453,0.31927272727272726,False,Acvr1c,21
GABAergic Neurons,-0.0024503688,0.018919397,0.47,0.53,0.47,0.33183333333333337,False,Acvr1c,21
