group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Medium Spiny Neurons,-0.01404587,0.012185229,0.12,0.88,0.12,0.12,False,Aebp2,21
Oligodendrocyte Precursor Cells,0.0129389735,0.011713025,0.866,0.134,0.134,0.127,False,Aebp2,21
Endocrine Cells,0.025578544,0.031305782,0.8,0.2,0.2,0.15133333333333335,False,Aebp2,21
Neurons,0.0105452975,0.014081112,0.77,0.23,0.23,0.171,False,Aebp2,21
Neural Stem Cells,0.011296581,0.018132381,0.731,0.269,0.269,0.19060000000000002,False,Aebp2,21
Excitatory Neurons,0.0037178772,0.012419184,0.611,0.389,0.389,0.22366666666666668,False,Aebp2,21
Endothelial Cells,-0.007854619,0.031139018,0.402,0.598,0.402,0.24914285714285717,False,Aebp2,21
Astrocytes,0.0020325638,0.016099688,0.57,0.43,0.43,0.27175000000000005,False,Aebp2,21
Oligodendrocytes,0.0011858271,0.010512274,0.558,0.442,0.442,0.29066666666666674,False,Aebp2,21
GABAergic Neurons,-0.0024055275,0.019109298,0.472,0.528,0.472,0.3088000000000001,False,Aebp2,21
Myocytes,0.00021968204,0.024707673,0.519,0.481,0.481,0.3244545454545455,False,Aebp2,21
Microglia,0.00011162768,0.018051364,0.49,0.51,0.49,0.33825,False,Aebp2,21
