group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age
Oligodendrocytes,-0.063068435,0.00956618,0.0,1.0,0.0,0.0,True,Ugt8a,21
Medium Spiny Neurons,-0.008716646,0.01234988,0.251,0.749,0.251,0.1255,False,Ugt8a,21
Neurons,0.00743801,0.014151031,0.699,0.301,0.301,0.18400000000000002,False,Ugt8a,21
Oligodendrocyte Precursor Cells,0.006181107,0.011924529,0.698,0.302,0.302,0.21350000000000002,False,Ugt8a,21
Microglia,-0.005190254,0.017974354,0.379,0.621,0.379,0.2466,False,Ugt8a,21
Endothelial Cells,-0.010178711,0.031226803,0.382,0.618,0.382,0.2691666666666667,False,Ugt8a,21
Excitatory Neurons,0.0037191845,0.012316783,0.614,0.386,0.386,0.2858571428571429,False,Ugt8a,21
GABAergic Neurons,-0.0022906386,0.018999843,0.473,0.527,0.473,0.30925,False,Ugt8a,21
Astrocytes,-0.001476161,0.016050635,0.478,0.522,0.478,0.328,False,Ugt8a,21
Neural Stem Cells,-0.0004017321,0.018194335,0.489,0.511,0.489,0.34409999999999996,False,Ugt8a,21
Myocytes,-0.000775704,0.024726069,0.509,0.491,0.491,0.35745454545454547,False,Ugt8a,21
Endocrine Cells,-0.0006136804,0.031134645,0.506,0.494,0.494,0.36883333333333335,False,Ugt8a,21
